txn_id,date,account_id,counterparty,description,amount,currency
TXN-P5-0001,2025-07-08,ACC-7805,Dunmore Maintenance Trust (Ekibastuz block B),"Interest on finance sublease — Karaganda yard, August",-168229.01,USD
TXN-9131-0024,2025-07-09,ACC-9131,Hartley Uniforms LP Works (Almaty office),Motor third-party insurance — final call,-2527077.31,USD
TXN-P1-0031,2025-07-09,ACC-7801,Aktau Holdings L.L.P.,Management advisory retainer,-283664.18,USD
TXN-9277-0017,2025-07-10,ACC-9277,Eastgate Uniforms Services (Aktobe hub),Lease deposit released 2025,570165.78,USD
TXN-9320-0005,2025-07-10,ACC-9320,Ashford Maintenance LLC (Taraz site),"Payroll for security detail — Karaganda yard, September 2025",-3854043.14,USD
TXN-9598-0044,2025-07-10,ACC-9598,Juniper Water Works Trust Group,"Liability insurance — Pavlodar block, October",-9837071.90,USD
TXN-9830-0043,2025-07-10,ACC-9830,Globex Telecom,Tax audit assessment payment — Q2 2025,-696564.46,USD
TXN-9943-0021,2025-07-10,ACC-9943,Glenwood Leasing Holdings Supply,"Interest on bridge facility — Uralsk annex, period 03 2025",-1372564.76,USD
TXN-9150-0014,2025-07-11,ACC-9150,Juniper Waste Systems Services,Retail unit rent — Q1,-341837.48,USD
TXN-9692-0025,2025-07-11,ACC-9692,Hartley Stationery Trust (Shymkent depot),Accrued interest payment — August,-12221939.48,USD
TXN-9083-0033,2025-07-12,ACC-9083,Kingsley Property Partners Trading House,"Insurance broker rebate — Karaganda yard, April 2025",12127864.91,EUR
TXN-9637-0028,2025-07-12,ACC-9637,Ironwood Leasing Partners Supply (Almaty office),Payroll advance recovered from staff — Uralsk annex 2025,394429.26,USD
TXN-P5-0027,2025-07-12,ACC-7805,Glenwood Water Works LLC (Aktobe hub),"Standby generator electricity — Uralsk annex, final call",-473767.96,USD
TXN-9030-0050,2025-07-13,ACC-9030,Hartley Waste Systems Solutions (Taraz site),Interest on bilateral facility — Turkistan point 2025,-10566161.07,USD
TXN-9230-0020,2025-07-13,ACC-9230,Fairfield Leasing Partners Holding (Astana branch),Industry exhibition stand marketing — Oskemen unit 2025,-561715.23,USD
TXN-9558-0015,2025-07-13,ACC-9558,City Power & Light,Payroll overfunding returned — January,551607.34,USD
TXN-9118-0013,2025-07-14,ACC-9118,Glenwood Insurance Ltd Partners,Product launch ad campaign — Q1,-6535578.45,USD
TXN-9192-0040,2025-07-14,ACC-9192,Dunmore Facilities Associates (Karaganda yard),"Interest on working capital line — Kyzylorda station, July",-3654126.35,USD
TXN-9897-0045,2025-07-14,ACC-9897,Bridgeport Building Services Inc Service Centre,Capitalised interest charge — period 03,-768715.82,USD
TXN-P6-0035,2025-07-14,ACC-7806,Foxridge Telecom LP (Turkistan point),Point-of-sale marketing materials — Kyzylorda station 2025,-659026.99,USD
TXN-9530-0044,2025-07-15,ACC-9530,Kingsley Property Partners Enterprise,"Telecom mobile fleet plan — Astana branch, November 2025",-1651909.40,USD
TXN-B1-0033,2025-07-15,ACC-7201,Halyk Bank of Kazakhstan JSC,Loan interest payment second quarter,-1540833.29,USD
TXN-B4-0037,2025-07-15,ACC-7204,Hartley Tax Advisory Ltd,"Depot yard rent — Atyrau terminal, June",-3884663.27,USD
TXN-P2-0040,2025-07-15,ACC-7802,Tien Shan Advisory Bureau,Advisory engagement on depot operations,-1104663.28,USD
TXN-P3-0031,2025-07-15,ACC-7803,Cedarville Water Works Corp (Pavlodar block),Point-of-sale marketing materials — Karaganda yard,-8490398.35,USD
TXN-9456-0016,2025-07-16,ACC-9456,Foxridge Courier Group Holding,Sewer discharge levy — period 04 2025,-1199272.93,USD
TXN-9545-0047,2025-07-16,ACC-9545,Eastgate Power Inc,Municipal water charge — Kyzylorda station,-3801042.84,USD
TXN-9702-0033,2025-07-16,ACC-9702,Bridgeport Waste Systems Ltd (Kyzylorda station),"Industry exhibition stand marketing — Atyrau terminal, March 2025",-946745.56,USD
TXN-B1-0025,2025-07-16,ACC-7201,Kingsley Insurance Associates (Aktobe hub),Marketing co-operative funding received — H1 2025,7126963.03,USD
TXN-9355-0023,2025-07-17,ACC-9355,Dunmore Waste Systems LLC,Social tax remittance — Pavlodar block,-14370009.47,USD
TXN-9438-0008,2025-07-17,ACC-9438,Ashford Payroll Partners JSC (Ekibastuz block B),"Payroll for laboratory staff — Zhezkazgan compound, July",-7227909.55,USD
TXN-9699-0006,2025-07-17,ACC-9699,Ashford Building Services Ltd (Taraz site),Telecom mobile fleet plan — H1 2025,-286584.64,USD
TXN-P1-0048,2025-07-17,ACC-7801,Hartley Building Services Holdings (Turkistan point),Excise tax payment 2025,-6335501.35,USD
TXN-P4-0009,2025-07-17,ACC-7804,Bridgeport Water Works LP (Pavlodar block),Radio ad campaign schedule — October,-1450062.90,USD
TXN-9002-0008,2025-07-18,ACC-9002,Foxridge Leasing Solutions,Compressed air utility charge — period 04 2025,-633043.78,USD
TXN-9534-0007,2025-07-18,ACC-9534,Dunmore Insurance LP Group,Customs duty and tax payment,-168332.21,USD
TXN-9134-0023,2025-07-19,ACC-9134,Cedarville Landscaping Partners (Kyzylorda station),Trade press marketing insertion — Q3,-2665992.12,USD
TXN-9351-0038,2025-07-19,ACC-9351,Kingsley Power Holdings Group,Motor third-party insurance — H1 2025,-659547.15,USD
TXN-9703-0018,2025-07-19,ACC-9703,Summit Telecom Group (Zhezkazgan compound),"Utility rebate received — Uralsk annex, period 03 2025",2108189.27,USD
TXN-P7-0004,2025-07-19,ACC-7807,Glenwood Stationery Associates (Shymkent depot),"Rent for staff dormitory — Zhezkazgan compound, instalment 2",-194993.73,USD
TXN-P9-0040,2025-07-19,ACC-7809,Ulytau Capital LLP,Management advisory retainer,-268447.19,USD
TXN-P9-0052,2025-07-19,ACC-7809,Ashford Tax Advisory Holdings Trading House (Ekibastuz block B),Capitalised interest charge — Astana branch,-2020740.39,USD
TXN-9815-0040,2025-07-20,ACC-9815,Globex Telecom JSC,"Credit facility interest — Kostanay centre, March",-2260885.54,USD
TXN-9027-0001,2025-07-21,ACC-9027,Ashford Leasing Inc (Pavlodar block),Utility deposit returned,287288.71,USD
TXN-9608-0017,2025-07-21,ACC-9608,Foxridge Printing LP Company (Semey base),Advance profit tax instalment — H2 2025,-11382934.42,USD
TXN-P5-0045,2025-07-21,ACC-7805,Ironwood Realty Services (Uralsk annex),Customer newsletter marketing production — Turkistan point,-253926.10,USD
TXN-P9-0006,2025-07-21,ACC-7809,Ashford Facilities Inc Group,Ground lease instalment — January,-995146.56,USD
TXN-P9-0009,2025-07-21,ACC-7809,Juniper Janitorial Ltd Company,Office rent — Taraz site 2025,-4454367.27,USD
TXN-P9-0047,2025-07-21,ACC-7809,Eastgate Security Holdings,"Interest on bilateral facility — Uralsk annex, H2 2025",-2950277.64,USD
TXN-P10-0051,2025-07-22,ACC-7810,Bridgeport Waste Systems Ltd LLP,"Radio ad campaign schedule — Ekibastuz block B, H2",-1931018.29,USD
TXN-P4-0001,2025-07-22,ACC-7804,Zhaiyk Dredging LLP,Berth silt cleaning and clearance works,-251338.94,USD
TXN-P4-0027,2025-07-22,ACC-7804,Ashford Facilities Inc (Ekibastuz block B),Rent for training centre — December,-175317.45,USD
TXN-P2-0024,2025-07-23,ACC-7802,Glenwood Stationery Associates,Telecom services — Uralsk annex 2025,-2530653.81,USD
TXN-9366-0024,2025-07-24,ACC-9366,Dunmore Water Works Co (Pavlodar block),Professional indemnity insurance — October 2025,-194419.81,USD
TXN-9375-0016,2025-07-24,ACC-9375,Juniper Leasing Group,Rent overpayment refunded — February 2025,1213518.72,USD
TXN-9412-0005,2025-07-24,ACC-9412,Dunmore Cleaning LP,Auto fleet insurance — Atyrau terminal,-855490.29,USD
TXN-9979-0049,2025-07-24,ACC-9979,Juniper Supply Trust Supply,"Compressed air utility charge — Astana branch, period 03 2025",-10988381.37,USD
TXN-P9-0050,2025-07-24,ACC-7809,Hartley Realty Holdings Partners,Fidelity bond insurance — April,-5200652.58,USD
TXN-9527-0017,2025-07-25,ACC-9527,Glenwood Waste Systems Trust (Almaty office),"Interest recovery on overpayment — Taraz site, Q3 2025",428327.99,USD
TXN-9026-0004,2025-07-26,ACC-9026,Foxridge Power LLC Works,"Water supply charge — Kostanay centre, Q4",-417020.70,USD
TXN-9296-0004,2025-07-26,ACC-9296,Kingsley Power Holdings Supply,Compressed air utility charge — Aktobe hub,-2822835.48,USD
TXN-9745-0033,2025-07-26,ACC-9745,Dunmore Water Works Co Ltd,Standby generator electricity — Pavlodar block,-335077.29,USD
TXN-P2-0011,2025-07-26,ACC-7802,Bridgeport Maintenance,"Radio ad campaign schedule — Uralsk annex, Q3",-10753717.14,USD
TXN-P7-0011,2025-07-26,ACC-7807,Ironwood Realty Services Holding,Payroll for night shift — Q1,-209806.28,USD
TXN-P7-0052,2025-07-26,ACC-7807,Juniper Property Services (Astana branch),"Lease incentive received — Oskemen unit, August 2025",480144.23,USD
TXN-9156-0043,2025-07-27,ACC-9156,Cedarville Printing Services (Shymkent depot),Construction all-risk insurance — Taraz site,-297220.46,USD
TXN-9490-0021,2025-07-27,ACC-9490,Bridgeport Facilities LLC Company,Use tax payment — September 2025,-543759.05,USD
TXN-9561-0037,2025-07-27,ACC-9561,Foxridge Telecom LP (Shymkent depot),Corporate brand marketing programme — May 2025,-4317055.04,USD
TXN-9730-0049,2025-07-27,ACC-9730,Foxridge Water Works Inc,Tax audit assessment payment — Semey base 2025,-1893660.58,USD
TXN-P5-0015,2025-07-27,ACC-7805,Juniper Telecom Inc (Turkistan point),"Workers comp insurance — Atyrau terminal, November",-739003.21,USD
TXN-P5-0038,2025-07-27,ACC-7805,Ashford Tax Advisory Holdings Company,Sublet rent received — Q4,2115841.63,USD
TXN-P8-0040,2025-07-27,ACC-7808,Juniper Landscaping LLC,"Quarterly estimated tax — Almaty office, December",-819861.31,USD
TXN-9119-0039,2025-07-28,ACC-9119,Bridgeport Courier Solutions Enterprise (Zhezkazgan compound),"Tax assessment reversal — Karaganda yard, period 01 2025",693112.56,USD
TXN-9230-0024,2025-07-28,ACC-9230,Cedarville Realty LLC Enterprise,Interest on bilateral facility — period 01 2025,-3687114.55,USD
TXN-P1-0053,2025-07-28,ACC-7801,Glenwood Utility Associates,Electricity for pumping station 2025,-2554455.78,USD
TXN-P2-0045,2025-07-28,ACC-7802,Eastgate Landscaping LP Works,"Withholding tax remittance — Kyzylorda station, February 2025",-296053.42,USD
TXN-P7-0056,2025-07-28,ACC-7807,Ashford Printing Solutions Service Centre,Interest on finance sublease — May 2025,-422679.64,USD
TXN-9612-0007,2025-07-29,ACC-9612,Stalwart Mutual Insurance,"Executive payroll run — Taraz site, October",-1051486.98,USD
TXN-B1-0038,2025-07-29,ACC-7201,Foxridge Property Associates (Kyzylorda station),Tax assessment reversal — October,1176366.08,EUR
TXN-P6-0024,2025-07-29,ACC-7806,Ironwood Courier Co (Uralsk annex),Equipment yard lease — May 2025,-5904723.65,USD
TXN-P6-0038,2025-07-29,ACC-7806,Glenwood Security Partners,"Rent for spare parts store — Oskemen unit, H2 2025",-414120.52,USD
TXN-P6-0054,2025-07-29,ACC-7806,Eastgate Janitorial Partners (Uralsk annex),"Insurance broker rebate — Semey base, H1 2025",1516332.49,USD
TXN-9176-0019,2025-07-30,ACC-9176,Foxridge Cleaning Co (Kyzylorda station),Water and sewer charge — Shymkent depot,-9823654.50,USD
TXN-P6-0042,2025-07-30,ACC-7806,Cedarville Utility Ltd (Astana branch),Franchise tax filing — Astana branch,-13977254.83,EUR
TXN-P8-0030,2025-07-30,ACC-7808,Ural Rig Manufacturing LLP,Purchase of drilling rig equipment,-1918204.36,USD
TXN-9328-0023,2025-07-31,ACC-9328,Hartley Stationery Trust Group (Kyzylorda station),"Municipal tax levy — Kyzylorda station, period 02",-7072605.25,USD
TXN-B4-0013,2025-07-31,ACC-7204,Hartley Utility Trust (Almaty office),"Digital media buy — search — Kyzylorda station, February",-4256600.29,USD
TXN-9139-0048,2025-08-01,ACC-9139,Eastgate Stationery LLC (Almaty office),Radio ad campaign schedule — Zhezkazgan compound 2025,-2691530.35,USD
TXN-9601-0007,2025-08-01,ACC-9601,Glenwood Stationery Associates (Almaty office),Contractor payroll batch — Turkistan point 2025,-11477965.41,USD
TXN-9659-0033,2025-08-01,ACC-9659,Eastgate Waste Systems (Aktobe hub),"Sewer discharge levy — Oskemen unit, December",-1059091.17,USD
TXN-P3-0038,2025-08-01,ACC-7803,Eastgate Landscaping LP,"Payroll accrual funding — Uralsk annex, June 2025",-4413158.15,USD
TXN-P6-0037,2025-08-01,ACC-7806,Hartley Power Associates (Aktobe hub),"Environmental liability insurance — Oskemen unit, H1",-630356.25,USD
TXN-9577-0043,2025-08-02,ACC-9577,Dunmore Insurance LP Service Centre (Semey base),Interest on senior notes,-817908.06,USD
TXN-P4-0057,2025-08-02,ACC-7804,Foxridge Janitorial Group Company,"Interest on trade facility — Kostanay centre, instalment 1 2025",-451994.51,USD
TXN-9340-0011,2025-08-03,ACC-9340,Initech Software Licenses LLP,Standby generator electricity — July,-1000224.06,USD
TXN-9775-0034,2025-08-03,ACC-9775,Evergreen Janitorial (Shymkent depot),"Marine cargo insurance premium — Zhezkazgan compound, June",-365109.26,USD
TXN-B1-0010,2025-08-03,ACC-7201,Eastgate Payroll Co JSC,"Antenna mast lease — Pavlodar block, Q2 2025",-1411145.48,USD
TXN-9136-0026,2025-08-04,ACC-9136,Hartley Uniforms LP Service Centre (Pavlodar block),Interest rebate on early repayment — December 2025,6348650.25,USD
TXN-9148-0027,2025-08-04,ACC-9148,Ashford Landscaping Holdings,"Radio ad campaign schedule — Ekibastuz block B, H2",-4098620.17,USD
TXN-9194-0006,2025-08-04,ACC-9194,Eastgate Waste Systems,Municipal tax levy — February,-1095909.61,USD
TXN-9574-0017,2025-08-04,ACC-9574,Bridgeport Logistics Corp (Kyzylorda station),"Interest on bridge facility — Oskemen unit, Q4 2025",-12444767.43,USD
TXN-P4-0044,2025-08-04,ACC-7804,Hartley Facilities Services,Printed marketing collateral run — H2 2025,-173405.98,USD
TXN-P5-0012,2025-08-04,ACC-7805,Cedarville Property Inc (Kostanay centre),Rent deposit returned,493698.57,USD
TXN-9790-0016,2025-08-05,ACC-9790,Cedarville Security Trust (Zhezkazgan compound),Electricity overbilling refund — Shymkent depot,923923.16,USD
TXN-B1-0053,2025-08-05,ACC-7201,Eastgate Utility LLC,"Lease deposit released — Oskemen unit, instalment 2",2448170.56,USD
TXN-B4-0041,2025-08-05,ACC-7204,Foxridge Payroll Ltd (Pavlodar block),Rent for training centre — Ekibastuz block B 2025,-2884401.48,USD
TXN-P3-0001,2025-08-05,ACC-7803,Turan Capital LLP,Management advisory retainer,-264117.82,USD
TXN-P7-0001,2025-08-05,ACC-7807,Eastgate Catering Services Works,Interest income on treasury bills — Zhezkazgan compound 2025,2044034.58,USD
TXN-9086-0029,2025-08-06,ACC-9086,Juniper Office Supplies LP Ltd,Unused ad campaign budget returned — Kostanay centre 2025,1902422.23,USD
TXN-9202-0014,2025-08-06,ACC-9202,Ashford Utility Corp,"Rent for archive premises — Kostanay centre, period 04 2025",-302645.04,USD
TXN-9203-0036,2025-08-06,ACC-9203,Ashford Logistics LP Works,"Political risk insurance — Atyrau terminal, instalment 1",-396930.68,EUR
TXN-9318-0019,2025-08-06,ACC-9318,Bridgeport Landscaping Services JSC,Tax penalty settlement charge — Q3,-707506.80,USD
TXN-9617-0031,2025-08-06,ACC-9617,Hartley Cleaning Inc Service Centre (Pavlodar block),Payroll accrual reversal — Semey base 2025,5016980.81,USD
TXN-9815-0030,2025-08-06,ACC-9815,Cedarville Telecom Services,Cyber insurance premium — Pavlodar block 2025,-2390250.15,USD
TXN-B4-0025,2025-08-06,ACC-7204,Crown City Water Board (Astana branch),Construction all-risk insurance — Shymkent depot,-957136.92,USD
TXN-B4-0040,2025-08-06,ACC-7204,Juniper Printing Inc,Storage unit rent — Q4 2025,-452734.56,USD
TXN-P7-0047,2025-08-06,ACC-7807,Atyrau Energy Supply JSC,Electricity supply charges 2025,-91447.35,USD
TXN-P9-0037,2025-08-06,ACC-7809,Bridgeport Stationery Co (Atyrau terminal),"Environmental emissions tax — Aktobe hub, July 2025",-813144.97,USD
TXN-P9-0053,2025-08-06,ACC-7809,Ironwood Building Services Services (Uralsk annex),"Customer newsletter marketing production — Zhezkazgan compound, September",-5905387.59,USD
TXN-9103-0025,2025-08-07,ACC-9103,Ironwood Janitorial Co,"Accrued interest payment — Taraz site, December",-3378408.58,USD
TXN-9440-0016,2025-08-07,ACC-9440,Cedarville Janitorial Holdings Works,Rent for regional office — January,-4664571.52,USD
TXN-9807-0030,2025-08-07,ACC-9807,Ironwood Payroll Works,Payroll advance recovered from staff — Oskemen unit,4794612.25,EUR
TXN-P8-0022,2025-08-07,ACC-7808,Capital Stationers Enterprise,Insurance broker rebate,1336879.34,USD
TXN-P8-0045,2025-08-07,ACC-7808,Ashford Courier Trust (Aktobe hub),Utility deposit returned — Atyrau terminal,1763809.47,USD
TXN-9116-0045,2025-08-08,ACC-9116,Ironwood Security LP (Taraz site),Interest on finance sublease — October 2025,-182412.64,USD
TXN-9170-0010,2025-08-08,ACC-9170,Glenwood Janitorial LP Works,Payroll for drivers — April,-4968259.70,USD
TXN-9497-0005,2025-08-08,ACC-9497,Foxridge Waste Systems Associates,Unclaimed payroll returned,303778.29,USD
TXN-9690-0019,2025-08-08,ACC-9690,Crown City Water Board Company,Interest on finance sublease — Kyzylorda station 2025,-3499717.23,USD
TXN-9794-0039,2025-08-08,ACC-9794,Ironwood Utility Solutions Enterprise (Zhezkazgan compound),Regional marketing campaign production — September 2025,-1092348.78,USD
TXN-9819-0016,2025-08-08,ACC-9819,Cedarville Facilities Partners,"Contractor payroll batch — Karaganda yard, final call",-10760985.82,USD
TXN-9984-0003,2025-08-08,ACC-9984,Kingsley Building Services Group Holding,Natural gas utility — instalment 3,-803582.75,USD
TXN-P7-0045,2025-08-08,ACC-7807,Foxridge Consulting Ltd (Astana branch),Business interruption insurance — H1 2025,-2500083.92,USD
TXN-9283-0027,2025-08-09,ACC-9283,Glenwood Facilities Holdings,"Professional indemnity insurance — Astana branch, period 02",-398465.03,USD
TXN-9749-0032,2025-08-09,ACC-9749,Umbrella Facilities Mgmt,"Interest on export credit line — Semey base, December",-6057270.24,USD
TXN-B1-0052,2025-08-09,ACC-7201,Ashford Cleaning Services Partners,Rent overpayment refunded — February,317985.30,USD
TXN-P1-0040,2025-08-09,ACC-7801,Hartley Building Services Holdings (Turkistan point),Motor third-party insurance 2025,-4159259.63,USD
TXN-9699-0046,2025-08-10,ACC-9699,Bridgeport Property Ltd Supply,Payroll for night shift — H2,-4286400.35,USD
TXN-9817-0028,2025-08-10,ACC-9817,Juniper Realty Partners Works,Excise tax credit received — Pavlodar block,2990826.24,USD
TXN-P2-0027,2025-08-10,ACC-7802,Bridgeport Building Services Inc Partners,Marketing research panel subscription — December 2025,-3128248.17,USD
TXN-9764-0024,2025-08-11,ACC-9764,Bridgeport Supply LP (Kostanay centre),Interest on escrow balance — Uralsk annex,1137535.81,USD
TXN-9293-0004,2025-08-12,ACC-9293,Ironwood Catering Corp (Semey base),"Industry exhibition stand marketing — Shymkent depot, period 03 2025",-836946.40,USD
TXN-P1-0045,2025-08-12,ACC-7801,Kaspi Marine Engineering LLP,Quay wall inspection and survey servicing contract,-612884.19,USD
TXN-9235-0024,2025-08-13,ACC-9235,Glenwood Printing Corp,"Sublet rent received — Uralsk annex, instalment 3",538349.51,USD
TXN-9247-0022,2025-08-13,ACC-9247,Glenwood Utility Associates (Atyrau terminal),"Payroll for warehouse staff — Pavlodar block, June",-14013787.85,USD
TXN-9654-0023,2025-08-13,ACC-9654,Dunmore Tax Advisory Group,"Interest credited on current account — Zhezkazgan compound, final call 2025",6766631.68,USD
TXN-B1-0009,2025-08-13,ACC-7201,Hartley Logistics Associates (Shymkent depot),"Advance profit tax instalment — Shymkent depot, instalment 1 2025",-777155.65,USD
TXN-P9-0045,2025-08-13,ACC-7809,Blue Ridge Payroll Services,"Standby generator electricity — Semey base, Q1 2025",-123507.23,USD
TXN-9070-0050,2025-08-14,ACC-9070,Ashford Property Co (Shymkent depot),Digital media buy — search,-2438739.25,USD
TXN-9198-0023,2025-08-14,ACC-9198,Eastgate Supply Ltd,"Ground lease instalment — Uralsk annex, period 01 2025",-359381.93,USD
TXN-9546-0020,2025-08-14,ACC-9546,Dunmore Maintenance Trust,Unused ad campaign budget returned — Turkistan point,14577273.94,USD
TXN-9949-0039,2025-08-14,ACC-9949,Glenwood Catering Group Group (Astana branch),Corporate income tax instalment — Atyrau terminal,-8660824.37,USD
TXN-9083-0050,2025-08-15,ACC-9083,Bridgeport Telecom Holdings (Atyrau terminal),Telecom service credit received,2356647.80,USD
TXN-9179-0047,2025-08-15,ACC-9179,Globex Telecom Supply,Motor third-party insurance — instalment 3,-243128.26,USD
TXN-9641-0039,2025-08-15,ACC-9641,Juniper Realty Partners (Atyrau terminal),Electricity bill — April 2025,-1811239.43,USD
TXN-B4-0052,2025-08-15,ACC-7204,Ironwood Tax Advisory Inc (Aktobe hub),Electricity overbilling refund — Q3 2025,623285.69,USD
TXN-9046-0041,2025-08-16,ACC-9046,Cedarville Consulting LP,Environmental liability insurance — instalment 1 2025,-2574524.82,USD
TXN-9114-0032,2025-08-16,ACC-9114,Hartley Leasing Services,Storage unit rent — Ekibastuz block B,-581290.63,USD
TXN-9255-0028,2025-08-16,ACC-9255,Glenwood Facilities Holdings Service Centre,"Payroll funding transfer — Oskemen unit, May 2025",-695862.97,USD
TXN-9322-0049,2025-08-16,ACC-9322,Glenwood Landscaping Co (Zhezkazgan compound),Marketing co-operative funding received — Uralsk annex,431782.07,USD
TXN-9709-0016,2025-08-16,ACC-9709,Evergreen Janitorial,Rent for archive premises — Semey base 2025,-10784419.83,USD
TXN-P3-0054,2025-08-16,ACC-7803,Juniper Logistics Solutions (Ekibastuz block B),Ground lease instalment — Turkistan point 2025,-5578735.29,USD
TXN-P6-0029,2025-08-16,ACC-7806,Beacon Tax Advisors (Semey base),Directors and officers insurance — Ekibastuz block B 2025,-295096.87,USD
TXN-9299-0028,2025-08-17,ACC-9299,Dunmore Office Supplies Trust (Aktobe hub),Group insurance experience refund — June 2025,369423.75,USD
TXN-9324-0027,2025-08-17,ACC-9324,Glenwood Courier LP Enterprise,Marketing translation and localisation — Q4,-259445.16,USD
TXN-9745-0028,2025-08-17,ACC-9745,Glenwood Supply LLC Service Centre,Trade press marketing insertion — instalment 3,-1711244.91,USD
TXN-P4-0026,2025-08-17,ACC-7804,Hartley Power Associates LLP,Environmental emissions tax — August 2025,-712038.74,USD
TXN-9160-0050,2025-08-18,ACC-9160,Ashford Realty Ltd (Semey base),Office rent — H1 2025,-993357.92,USD
TXN-9394-0024,2025-08-18,ACC-9394,Cedarville Janitorial Holdings Trading House,Outdoor marketing site hire — Atyrau terminal,-10233484.26,USD
TXN-9420-0025,2025-08-18,ACC-9420,Ironwood Courier Co (Aktobe hub),"Interest true-up charge — Almaty office, February 2025",-216400.21,USD
TXN-9046-0033,2025-08-19,ACC-9046,Dunmore Cleaning LP (Almaty office),"Payroll for administrative staff — Almaty office, H2 2025",-193210.49,USD
TXN-9108-0040,2025-08-19,ACC-9108,Glenwood Maintenance Services (Astana branch),"Interest on export credit line — Atyrau terminal, Q3 2025",-904689.53,USD
TXN-9216-0042,2025-08-19,ACC-9216,Ironclad Security Services Ltd (Astana branch),Office rent — Ekibastuz block B,-1760904.94,USD
TXN-9304-0035,2025-08-19,ACC-9304,Ashford Maintenance LLC,Rent overpayment refunded — Kostanay centre 2025,303807.69,USD
TXN-9338-0046,2025-08-19,ACC-9338,Eastgate Printing Group (Kyzylorda station),"Payroll accrual funding — Astana branch, H2 2025",-1305946.79,USD
TXN-9465-0001,2025-08-19,ACC-9465,Juniper Realty Partners,Warehouse contents insurance — Almaty office,-6407192.41,USD
TXN-9660-0010,2025-08-19,ACC-9660,Eastgate Office Supplies Solutions Enterprise,Retail unit rent — Uralsk annex,-4764970.06,USD
TXN-B4-0031,2025-08-19,ACC-7204,Cedarville Courier Holdings (Shymkent depot),Telecom service credit received,6432115.08,USD
TXN-P2-0004,2025-08-19,ACC-7802,Juniper Supply Trust Service Centre,"Default interest charge — Shymkent depot, May",-364089.30,USD
TXN-P2-0047,2025-08-19,ACC-7802,Juniper Uniforms Co,Environmental emissions tax — H2,-434092.69,USD
TXN-P4-0049,2025-08-19,ACC-7804,Ironwood Waste Systems Holdings Company,"Franchise tax filing — Karaganda yard, instalment 1 2025",-6859157.98,USD
TXN-P5-0013,2025-08-19,ACC-7805,KEGOC Grid Operations JSC,Generating capacity availability sales settlement 2025,8214663.28,USD
TXN-P6-0028,2025-08-19,ACC-7806,Pioneer Payroll Bureau,Quarterly interest coupon — Q1,-477669.52,USD
TXN-9360-0023,2025-08-20,ACC-9360,Ashford Payroll Partners,Marketing volume rebate — Pavlodar block,391154.56,USD
TXN-9597-0050,2025-08-20,ACC-9597,Eastgate Stationery LLC JSC (Astana branch),Cold store lease 2025,-2107027.69,USD
TXN-B1-0030,2025-08-20,ACC-7201,Ertis Capital LLP,Management advisory retainer,-307018.08,USD
TXN-9263-0047,2025-08-21,ACC-9263,Cedarville Cleaning Group (Almaty office),Advance profit tax instalment — instalment 3 2025,-724230.95,USD
TXN-9349-0036,2025-08-21,ACC-9349,Eastgate Supply Ltd Enterprise,Natural gas utility — period 01,-494207.36,USD
TXN-9703-0029,2025-08-21,ACC-9703,Acme Office Supplies Company,Payroll bonus disbursement — Aktobe hub 2025,-3947942.26,USD
TXN-P10-0064,2025-08-21,ACC-7810,Karaganda Energy Supply JSC,Electricity and water utilities supply 2025,-418204.37,USD
TXN-P5-0053,2025-08-21,ACC-7805,Ironwood Waste Systems Holdings (Turkistan point),"Marketing agency creative fees — Almaty office, instalment 2",-2474305.62,USD
TXN-P7-0054,2025-08-21,ACC-7807,Juniper Consulting Associates Trading House,"Insurance broker rebate — Semey base, H1 2025",530231.33,USD
TXN-9073-0037,2025-08-22,ACC-9073,Cedarville Courier Holdings (Shymkent depot),Water supply charge — period 01,-4628926.09,USD
TXN-9932-0047,2025-08-22,ACC-9932,Foxridge Stationery,Payroll for drivers — Q2,-1775992.51,USD
TXN-P1-0019,2025-08-22,ACC-7801,Ironwood Catering Corp (Karaganda yard),Term loan interest — Uralsk annex 2025,-2010790.30,USD
TXN-P3-0043,2025-08-22,ACC-7803,Statewide Tax Authority,Lease incentive received — June,1999985.81,USD
TXN-P8-0041,2025-08-22,ACC-7808,Kingsley Utility Services Works,Telecom leased line — Kyzylorda station 2025,-474627.65,EUR
TXN-9829-0038,2025-08-23,ACC-9829,Bridgeport Property Ltd,"Capitalised interest charge — Astana branch, April",-337619.41,USD
TXN-P8-0053,2025-08-23,ACC-7808,Granger Utilities Holding Partners,"Municipal tax levy — Ekibastuz block B, Q1 2025",-980969.76,USD
TXN-9130-0028,2025-08-24,ACC-9130,Hartley Power Associates (Zhezkazgan compound),"Rent for spare parts store — Astana branch, February 2025",-5091186.93,USD
TXN-9484-0038,2025-08-24,ACC-9484,Stalwart Mutual Insurance (Almaty office),Telecom mobile fleet plan — Q1 2025,-8651099.09,USD
TXN-9562-0002,2025-08-24,ACC-9562,Vanguard Payroll Co,Digital media buy — display — Taraz site,-1451416.39,USD
TXN-9671-0032,2025-08-24,ACC-9671,Kingsley Insurance Associates (Kostanay centre),Rent for regional office — period 03 2025,-6300448.24,USD
TXN-9768-0032,2025-08-24,ACC-9768,Cedarville Cleaning Group (Astana branch),"Utility metering charge — Uralsk annex, May",-903936.96,USD
